filename,xmin,ymin,xmax,ymax,angle,xloc,yloc,zloc
001937.txt,235,183,324,222,-1.15,-12,1,27
001937.txt,317,168,385,210,-1.23,-12,1,34
001937.txt,659,183,690,201,-1.32,5,1,59
001938.txt,189,195,463,279,0.45,-5,1,13
001938.txt,804,176,1241,316,-0.42,4,1,8
001938.txt,753,163,1057,279,-0.39,4,1,12
001938.txt,375,186,518,234,-2.83,-5,1,23
001938.txt,424,185,538,222,-3.06,-5,1,28
001939.txt,988,141,1162,304,-1.64,6,1,11
001939.txt,552,189,726,282,-1.15,0,1,14
001939.txt,418,166,603,274,-0.95,-2,1,16
001939.txt,831,168,914,231,-1.48,6,1,18
001939.txt,1113,134,1193,199,1.43,25,1,33
001939.txt,1030,115,1101,203,1.53,20,1,32
001939.txt,241,193,430,265,-0.74,-6,2,18
001939.txt,164,200,307,256,-0.66,-10,2,21
001939.txt,203,202,329,259,2.44,-9,2,19
001939.txt,330,178,387,223,2.35,-11,2,34
001940.txt,350,161,369,203,-3.05,-11,1,32
001940.txt,316,153,379,201,1.27,-12,1,35
001940.txt,361,163,423,199,-1.99,-11,1,37
001940.txt,416,163,489,194,-2.04,-8,1,39
001940.txt,580,154,649,192,0.91,0,1,43
001940.txt,616,162,667,187,-2.27,1,0,46
001940.txt,658,160,712,186,-2.42,4,0,48
001940.txt,687,165,747,186,-2.44,7,0,52
001940.txt,725,165,768,186,-2.35,10,1,53
001940.txt,809,154,870,181,0.5,18,0,58
001940.txt,835,162,888,181,0.45,21,0,60
001940.txt,858,163,904,180,0.49,23,0,62
001941.txt,0,170,342,309,0.52,-5,1,8
001941.txt,0,79,410,281,0.52,-6,1,11
001941.txt,757,186,1090,374,-1.91,2,1,7
001941.txt,877,179,1117,269,-0.4,6,1,12
001941.txt,774,177,996,246,2.83,6,1,16
001941.txt,273,168,453,231,-2.85,-6,1,18
001941.txt,635,173,662,193,-1.63,2,1,50
001941.txt,473,168,546,195,0.15,-6,1,44
001941.txt,397,170,513,214,0.3,-5,1,26
001941.txt,736,171,843,216,-0.31,6,1,26
001942.txt,572,173,621,217,-1.58,0,1,28
001942.txt,89,83,442,352,-1.2,-3,1,9
001942.txt,355,186,481,264,-1.34,-3,1,14
001942.txt,0,185,116,316,-0.85,-7,1,8
001942.txt,32,180,191,249,-0.98,-12,1,17
001942.txt,460,103,556,220,-1.47,-4,1,33
001943.txt,580,176,598,190,-1.57,-1,1,68
001943.txt,463,177,502,204,1.74,-7,1,42
001944.txt,508,182,557,213,1.71,-3,1,34
001944.txt,412,184,501,215,0.24,-8,2,39
001945.txt,589,162,622,197,-1.58,0,2,64
001945.txt,14,189,57,240,2.28,-21,2,26
001945.txt,154,189,269,242,2.05,-13,2,25
001945.txt,731,160,764,222,-1.76,4,1,22
001946.txt,445,149,551,315,1.89,-1,1,8
001946.txt,746,128,783,155,1.74,9,-1,46
001947.txt,73,181,244,249,2.24,-11,1,17
001947.txt,1155,187,1223,369,-2.47,3,1,1
001947.txt,825,176,1223,369,-2.03,3,1,6
001947.txt,737,179,877,277,-1.78,3,1,12
001947.txt,698,178,793,245,-1.71,3,1,18
001947.txt,684,176,747,224,-1.67,3,1,24
001947.txt,664,175,710,212,-1.66,3,1,29
001947.txt,555,173,579,190,1.67,-3,0,59
001948.txt,354,177,457,216,0.25,-8,1,29
001948.txt,982,148,1053,234,-2.08,9,1,16
001948.txt,895,154,933,216,-1.88,8,1,19
001948.txt,865,162,889,211,-1.75,9,1,25
001949.txt,340,194,442,276,1.68,-4,1,15
001949.txt,437,186,463,216,1.7,-9,2,41
001950.txt,716,171,735,186,-1.52,11,1,71
001951.txt,87,185,353,310,2.33,-5,1,11
001951.txt,268,186,342,229,1.93,-11,2,28
001951.txt,507,169,539,197,1.66,-5,1,47
001951.txt,442,159,482,194,1.81,-13,1,63
001951.txt,419,178,468,208,1.8,-8,1,37
001951.txt,381,173,407,214,1.88,-9,1,32
001951.txt,946,153,1190,237,0.19,9,1,15
001951.txt,300,177,359,195,0.12,-23,1,59
001952.txt,599,176,627,204,-1.58,0,1,44
001952.txt,332,187,407,231,1.85,-8,1,26
001953.txt,915,181,1046,245,1.98,9,1,19
001953.txt,1003,183,1115,234,1.91,14,1,22
001953.txt,1100,183,1176,221,1.84,20,1,27
001954.txt,0,216,192,374,2.34,-5,1,6
001954.txt,837,179,1241,374,-2.06,3,1,5
001954.txt,150,195,351,307,2.03,-5,1,11
001954.txt,716,180,837,257,1.31,3,1,15
001954.txt,363,185,467,243,1.93,-5,1,21
001954.txt,684,180,769,236,-1.78,3,1,21
001954.txt,474,178,517,211,1.71,-5,1,36
001954.txt,661,176,714,215,-1.74,3,1,29
001954.txt,503,174,559,193,-2.71,-6,1,60
001955.txt,1153,146,1241,272,1.82,8,1,9
001955.txt,1036,155,1224,252,2.0,9,1,12
001955.txt,957,155,1128,237,2.12,9,1,15
001955.txt,900,166,1059,229,2.17,9,1,18
001955.txt,870,163,993,216,2.19,9,1,21
001955.txt,778,170,1050,350,-1.85,3,1,8
001955.txt,730,186,849,268,-1.72,3,1,14
001955.txt,430,163,543,251,1.82,-3,1,18
001955.txt,776,163,887,210,2.89,8,1,27
001955.txt,494,182,560,236,1.69,-2,1,24
001955.txt,516,181,574,223,1.74,-2,1,29
001955.txt,667,172,737,197,-0.12,6,1,52
001955.txt,625,135,692,206,-1.49,3,1,41
001956.txt,865,168,914,190,-1.97,18,1,47
001956.txt,897,156,967,189,-1.97,18,0,41
001956.txt,1169,120,1241,203,-2.33,18,0,19
001957.txt,615,171,639,226,-1.63,0,1,23
001957.txt,214,190,399,257,-2.79,-6,1,16
001958.txt,1019,179,1065,281,-1.5,8,1,13
001958.txt,658,174,764,333,1.99,1,1,8
001958.txt,871,182,908,247,1.78,7,1,19
001958.txt,489,172,503,216,1.4,-4,1,31
001958.txt,505,172,518,210,-1.99,-4,1,31
001958.txt,786,183,823,223,-0.76,9,2,33
001958.txt,845,177,861,216,-0.01,11,1,32
001958.txt,873,184,889,224,3.02,12,1,31
001959.txt,709,175,853,275,-1.79,2,1,13
001959.txt,1224,150,1241,306,2.24,8,1,6
001959.txt,1048,109,1241,274,2.43,8,1,9
001959.txt,227,222,353,283,-1.16,-6,1,13
001959.txt,304,183,424,258,-1.23,-5,1,17
001959.txt,0,210,174,374,2.27,-6,1,6
001959.txt,887,145,1134,227,2.66,8,1,15
001959.txt,938,153,1031,179,-0.48,23,0,45
001960.txt,643,172,700,221,1.47,2,1,25
001960.txt,492,175,545,211,1.73,-4,1,32
001960.txt,628,177,675,212,-1.72,1,1,32
001961.txt,737,173,803,200,-2.26,10,1,46
001962.txt,0,173,102,219,2.26,-20,1,26
001962.txt,116,170,203,208,-1.02,-21,1,33
001962.txt,579,169,637,227,-1.58,0,1,22
001962.txt,751,170,761,196,-1.78,9,1,46
001963.txt,555,184,611,231,-1.53,0,1,23
001963.txt,197,173,415,265,-2.46,-6,1,14
001963.txt,376,182,489,226,-2.34,-6,1,25
001963.txt,410,184,504,221,-2.29,-6,1,28
001963.txt,519,184,562,213,-1.48,-3,1,34
001963.txt,1040,211,1241,374,-2.57,3,1,1
001963.txt,645,148,743,236,-1.75,2,1,22
001963.txt,576,181,616,217,-1.56,0,1,32
001963.txt,212,181,241,212,2.02,-18,1,35
001964.txt,770,150,1112,374,-1.91,2,1,7
001964.txt,709,153,871,283,-1.78,2,1,12
001964.txt,693,170,779,243,-1.69,3,1,17
001964.txt,674,163,689,207,0.57,3,1,32
001964.txt,678,166,692,208,0.7,3,1,32
001964.txt,527,172,559,203,1.67,-4,1,44
001964.txt,615,170,626,197,-0.06,0,1,49
001964.txt,402,182,483,238,1.83,-4,1,21
001964.txt,0,215,110,374,2.48,-5,1,4
001964.txt,14,192,340,363,2.06,-5,1,9
001964.txt,272,182,424,278,1.93,-5,1,14
001965.txt,633,172,666,201,-1.68,2,1,45
001965.txt,653,177,693,208,-1.68,3,1,35
001965.txt,644,150,680,188,-1.69,5,1,71
001965.txt,732,175,789,209,-1.82,6,1,33
001965.txt,984,129,1241,330,-2.2,7,1,9
001965.txt,800,175,867,202,-2.45,12,1,40
001966.txt,547,186,758,374,-1.6,0,1,7
001966.txt,731,0,1241,374,-1.96,3,1,8
001966.txt,46,102,453,374,-1.21,-3,1,8
001966.txt,366,179,496,259,-1.34,-3,1,15
001966.txt,441,163,520,227,-1.41,-3,1,21
001966.txt,674,162,733,208,-1.7,4,1,32
001967.txt,920,181,997,246,-1.49,9,1,20
001967.txt,0,172,330,345,2.63,-5,1,8
001967.txt,561,183,685,245,2.05,0,1,19
001967.txt,735,183,805,220,1.87,6,1,30
001967.txt,802,183,848,213,1.76,11,2,38
001967.txt,831,182,869,208,1.76,15,2,45
001967.txt,856,182,886,205,1.73,18,2,52
001968.txt,0,206,346,374,2.16,-3,1,5
001968.txt,334,186,465,230,0.31,-8,2,27
001969.txt,816,181,1168,325,-0.51,4,1,8
001969.txt,758,185,1017,290,-0.41,4,1,11
001969.txt,20,175,271,272,-2.73,-8,1,12
001969.txt,75,169,314,259,-2.82,-8,1,15
001969.txt,179,162,352,246,0.32,-8,1,17
001969.txt,229,167,360,224,-2.99,-10,1,23
001969.txt,455,177,496,204,-1.83,-8,2,48
001970.txt,147,143,240,310,0.5,-4,1,8
001971.txt,670,130,726,329,1.22,0,1,7
001971.txt,735,150,804,322,1.17,1,1,7
001971.txt,860,152,917,286,0.79,3,1,8
001972.txt,233,166,313,351,-1.1,-3,1,7
001972.txt,879,149,911,243,-1.91,5,1,13
001972.txt,670,160,732,215,-1.71,3,1,26
001972.txt,794,153,862,279,2.86,2,1,8
001973.txt,671,180,711,212,-1.67,3,1,33
001973.txt,858,163,883,192,-1.84,19,1,54
001973.txt,919,176,980,202,-1.98,19,1,41
001973.txt,965,166,1037,204,-2.04,19,1,36
001973.txt,1027,149,1085,206,0.98,19,1,31
001974.txt,636,150,707,189,-1.77,5,1,73
001974.txt,0,200,160,315,2.24,-9,1,11
001974.txt,356,183,428,224,1.88,-9,2,31
001974.txt,884,156,914,205,-1.95,10,1,27
001975.txt,633,176,660,193,1.74,3,1,63
001976.txt,574,177,619,220,-1.56,0,1,28
001976.txt,594,171,629,207,-1.57,0,1,37
001976.txt,711,164,875,292,-1.8,2,1,12
001976.txt,683,175,756,236,-1.73,2,1,20
001976.txt,650,173,686,206,-1.65,2,1,36
001977.txt,367,211,687,374,-2.18,-1,1,7
001977.txt,239,215,463,339,-1.96,-4,2,11
001977.txt,172,218,314,309,-1.85,-7,2,14
001977.txt,32,224,102,271,-1.69,-20,3,26
001978.txt,588,174,615,201,-1.58,0,1,47
001978.txt,273,190,371,242,1.91,-9,2,22
001978.txt,434,180,470,208,1.71,-10,2,46
001978.txt,553,176,572,195,-1.53,-4,1,64
001979.txt,56,198,371,374,1.96,-3,1,7
001979.txt,788,165,825,245,1.25,4,1,15
001979.txt,488,179,578,210,2.59,-3,1,36
001979.txt,346,189,437,251,1.43,-5,1,19
001979.txt,617,177,709,206,2.65,2,1,39
001979.txt,229,158,351,214,-2.73,-21,2,47
001979.txt,150,179,280,222,0.49,-15,1,28
001980.txt,669,164,794,252,1.3,2,1,16
001980.txt,349,190,444,261,1.74,-5,1,17
001980.txt,421,193,478,234,1.69,-5,2,25
001981.txt,84,153,146,304,2.15,-6,1,9
001981.txt,798,159,854,258,-1.29,4,1,13
001981.txt,739,160,760,232,2.94,3,1,18
001981.txt,888,164,926,241,-0.68,6,1,16
001981.txt,569,154,624,197,-1.31,0,1,44
001982.txt,874,152,938,296,-0.38,3,1,8
001983.txt,647,178,706,221,-1.68,2,1,25
001984.txt,568,154,612,291,-1.44,0,1,9
001985.txt,258,194,468,325,1.9,-3,1,10
001985.txt,510,187,541,217,-1.51,-4,2,41
001986.txt,567,174,626,228,-1.57,0,1,23
001986.txt,0,202,327,375,-1.01,-3,1,5
001986.txt,0,184,237,291,-1.0,-7,1,11
001986.txt,313,181,401,229,-1.24,-7,1,23
001986.txt,369,53,547,250,-1.42,-3,1,23
001986.txt,298,176,365,212,-1.21,-12,1,31
001986.txt,524,179,559,204,-1.51,-3,0,39
001987.txt,438,177,493,205,1.93,-8,1,40
001987.txt,710,175,736,199,-1.59,7,1,46
001987.txt,592,173,599,193,-0.44,-1,1,63
001987.txt,887,166,931,182,3.1,30,0,74
001988.txt,963,127,1075,374,2.56,2,1,5
001988.txt,371,163,421,248,1.9,-4,1,16
001988.txt,396,166,439,237,1.84,-5,1,19
001988.txt,98,189,156,253,0.7,-10,1,15
001988.txt,130,186,196,247,0.67,-10,1,16
001988.txt,149,172,175,252,-2.47,-9,1,15
001988.txt,976,140,1079,346,1.23,3,1,6
001988.txt,882,203,935,315,1.05,3,1,8
001988.txt,912,202,953,314,1.21,3,1,8
001988.txt,606,171,649,217,-0.8,0,1,29
001988.txt,422,178,494,203,-2.73,-9,1,43
001989.txt,498,186,532,214,-1.52,-5,2,38
001989.txt,800,191,872,220,2.55,11,2,36
001989.txt,912,191,992,223,2.28,18,2,39
001989.txt,556,170,583,203,-1.62,-2,2,52
001990.txt,564,174,614,223,-1.56,0,1,25
001990.txt,812,167,847,184,-1.9,18,0,60
001990.txt,832,159,878,184,-1.88,18,0,54
001990.txt,886,153,960,189,-1.95,18,0,43
001990.txt,967,131,1095,189,-2.09,18,0,32
001991.txt,577,172,636,226,-1.57,0,1,23
001991.txt,0,194,133,317,-0.84,-8,1,9
001991.txt,123,189,380,322,-1.14,-4,1,10
001991.txt,284,183,382,234,-1.22,-8,1,22
001991.txt,382,137,502,242,-1.36,-4,1,20
001991.txt,364,180,432,219,-1.31,-8,1,29
001991.txt,488,173,537,213,-1.44,-4,1,32
001991.txt,510,177,544,204,-1.47,-4,1,44
001991.txt,533,155,564,191,-1.51,-6,0,77
001992.txt,0,208,331,374,2.17,-3,1,3
001992.txt,443,184,534,259,1.72,-2,1,17
001992.txt,509,184,561,229,1.68,-2,1,26
001992.txt,532,165,576,213,1.64,-3,2,40
001992.txt,56,195,320,336,2.04,-5,1,9
001992.txt,672,179,814,235,-0.18,4,1,22
001992.txt,660,181,779,223,-0.13,4,1,28
001992.txt,636,177,721,212,-0.02,3,1,36
001992.txt,282,155,497,326,1.83,-2,1,10
001992.txt,1100,154,1241,284,0.92,7,1,10
001993.txt,602,170,659,220,-1.66,0,1,24
001993.txt,491,167,530,200,1.68,-5,1,38
001994.txt,905,139,980,303,-0.42,4,1,8
001995.txt,224,193,310,222,-0.17,-19,2,41
001996.txt,381,188,472,248,1.73,-4,1,19
001996.txt,533,154,598,198,-2.03,-2,1,47
001996.txt,0,191,250,303,-2.95,-8,1,11
001997.txt,585,177,627,217,-1.57,0,1,31
001997.txt,918,153,1012,282,-1.97,5,1,11
001997.txt,497,149,556,213,-1.49,-5,2,48
001997.txt,406,186,442,207,1.78,-13,2,53
001998.txt,670,157,717,256,-2.95,1,1,12
001998.txt,771,155,859,238,3.02,4,1,15
001998.txt,1018,142,1124,227,2.86,10,1,15
001998.txt,1053,127,1116,286,2.06,5,1,8
001998.txt,1040,149,1073,273,2.26,6,1,9
001998.txt,588,160,607,182,-1.56,0,0,69
001999.txt,0,182,192,374,0.8,-6,1,6
001999.txt,0,180,215,324,-2.48,-6,1,8
001999.txt,33,190,341,302,-2.7,-6,1,11
001999.txt,105,180,378,270,-2.66,-6,1,13
001999.txt,246,182,425,254,-2.86,-6,1,18
001999.txt,279,172,453,249,0.29,-6,2,20
001999.txt,533,188,548,225,1.63,-3,2,32
001999.txt,878,216,1241,374,-2.16,2,1,3
001999.txt,931,177,1241,327,-0.55,6,1,8
001999.txt,870,186,1146,294,-0.43,6,1,11
001999.txt,816,193,1018,276,-0.37,5,1,14
001999.txt,801,187,949,257,-0.41,6,1,16
001999.txt,751,190,920,255,2.79,5,2,19
001999.txt,723,192,877,243,-0.31,5,2,22
001999.txt,723,182,849,237,-0.26,5,2,24
001999.txt,399,189,507,225,-2.95,-6,2,31
001999.txt,427,191,520,224,-2.94,-6,2,34
001999.txt,634,189,673,219,-1.68,2,2,37
001999.txt,624,187,648,208,-1.62,1,2,52
002000.txt,0,201,303,369,-0.86,-3,1,3
002000.txt,991,147,1029,217,-1.6,10,0,18
002000.txt,956,156,1124,205,-0.48,14,0,23
002000.txt,439,172,476,200,1.5,-7,1,37
002000.txt,370,169,394,203,1.76,-12,1,40
002000.txt,224,176,310,218,1.92,-14,1,29
002001.txt,997,196,1241,374,-1.68,5,1,7
002001.txt,962,189,1016,230,-1.62,14,2,28
002002.txt,0,198,258,374,-0.8,-3,1,2
002002.txt,897,177,1241,374,-2.26,2,1,3
002002.txt,291,108,504,305,1.82,-3,1,12
002002.txt,691,180,785,251,-1.71,2,1,16
002002.txt,630,170,667,206,-1.64,2,1,42
002002.txt,554,179,576,197,-1.49,-4,2,66
002003.txt,0,203,309,374,2.28,-3,1,4
002003.txt,858,154,893,248,1.3,5,1,15
002003.txt,799,183,1006,313,-1.9,3,1,10
002003.txt,748,183,870,262,-1.75,4,1,15
002003.txt,401,182,517,260,1.81,-3,1,16
002003.txt,470,183,543,237,1.77,-3,1,21
002003.txt,713,179,791,234,-1.73,4,1,22
002003.txt,510,177,566,224,1.71,-2,1,29
002003.txt,563,178,614,212,1.93,-1,1,36
002003.txt,654,176,706,202,2.04,4,1,46
002004.txt,588,146,667,228,-1.66,0,1,24
002004.txt,738,187,895,248,-0.86,5,1,18
002004.txt,489,163,528,182,-1.54,-6,0,42
002005.txt,54,181,107,313,0.65,-6,1,8
002005.txt,382,165,405,236,1.88,-5,1,19
002006.txt,0,176,105,218,-0.93,-21,1,28
002006.txt,60,165,143,199,-0.64,-26,1,38
002006.txt,185,167,232,193,2.06,-27,1,48
002007.txt,346,177,392,307,-2.72,-3,1,9
002007.txt,712,169,743,265,0.44,2,1,13
002007.txt,463,174,496,233,1.76,-3,1,21
002007.txt,542,179,563,214,-2.08,-2,1,32
002007.txt,530,177,551,214,-2.04,-3,1,31
002008.txt,550,169,716,328,-1.59,0,1,9
002008.txt,681,123,894,195,0.71,8,1,38
002008.txt,46,183,228,260,2.12,-11,1,17
002008.txt,318,180,387,219,1.88,-11,1,32
002009.txt,867,168,1131,247,2.62,7,1,14
002009.txt,565,184,592,208,-1.62,-2,2,49
002009.txt,473,187,506,210,1.68,-7,2,47
002010.txt,158,135,362,284,1.97,-7,2,16
002010.txt,590,186,606,199,-1.57,-1,2,73
002011.txt,590,172,624,205,-1.59,0,1,38
002011.txt,206,188,356,254,2.03,-7,1,17
002011.txt,455,163,482,184,1.63,-26,2,140
002012.txt,0,210,109,374,-0.74,-5,2,5
002012.txt,281,190,417,270,1.9,-5,1,16
002012.txt,374,187,462,241,1.84,-5,1,21
002012.txt,457,184,509,218,1.74,-5,1,32
002012.txt,764,155,850,194,2.86,8,0,33
002012.txt,1143,130,1241,173,-0.69,23,0,27
002012.txt,1095,134,1238,176,-0.64,23,0,30
002012.txt,1034,140,1160,174,-0.6,23,0,35
002012.txt,492,181,534,209,1.74,-5,1,40
002012.txt,665,171,708,204,-1.67,3,1,34
002014.txt,0,201,304,369,-0.86,-3,1,3
002014.txt,991,147,1029,217,-1.6,10,0,18
002014.txt,1115,152,1223,201,-0.59,19,0,22
002014.txt,451,172,510,205,1.25,-5,1,33
002014.txt,324,171,358,216,1.81,-11,1,30
002014.txt,129,179,251,235,1.97,-13,1,23
002015.txt,424,177,470,301,-1.63,-2,1,9
002015.txt,720,160,756,248,1.14,2,1,15
002015.txt,760,157,791,248,1.04,3,1,15
002015.txt,865,178,897,234,1.79,7,1,18
002015.txt,351,169,383,252,0.3,-4,1,14
002016.txt,621,151,690,191,-1.76,4,1,71
002016.txt,976,152,1026,219,-2.06,10,1,19
002017.txt,552,171,712,325,-1.59,0,1,9
002017.txt,313,175,334,205,-1.24,-17,1,44
002017.txt,347,182,410,214,1.88,-11,1,35
002018.txt,518,163,739,373,-1.58,0,1,7
002018.txt,334,187,373,208,1.92,-18,2,52
002018.txt,424,181,463,201,1.8,-12,2,53
002018.txt,947,174,1085,218,2.67,15,1,27
002018.txt,1019,172,1237,236,-0.51,12,1,18
002018.txt,486,181,623,237,0.2,-1,1,19
002018.txt,934,172,1039,208,2.78,17,1,33
002018.txt,0,202,87,258,0.86,-18,2,21
002019.txt,444,181,526,234,1.77,-3,1,21
002020.txt,1017,204,1241,374,-2.6,2,1,1
002020.txt,1004,171,1241,288,-0.68,8,1,10
002020.txt,351,182,484,269,1.85,-3,1,14
002020.txt,715,180,836,266,-1.79,3,1,13
002020.txt,415,159,513,245,1.75,-3,1,19
002020.txt,680,177,776,241,-1.73,2,1,18
002020.txt,211,147,408,219,-2.72,-11,1,27
002020.txt,608,166,636,196,-1.58,0,1,50
002020.txt,756,149,874,194,-0.28,12,1,44
002021.txt,599,177,627,204,-1.58,0,1,45
002021.txt,227,191,322,237,1.97,-11,2,25
002021.txt,460,182,492,205,1.71,-8,2,46
002022.txt,468,180,548,235,1.76,-3,1,21
002022.txt,549,171,572,193,-1.53,-3,1,52
002023.txt,942,154,1003,290,2.72,4,1,9
002024.txt,509,167,543,204,-1.58,-4,1,41
002024.txt,537,170,591,270,-1.66,0,1,13
002024.txt,751,184,1241,374,-2.06,2,1,5
002024.txt,0,197,257,373,2.1,-5,1,8
002024.txt,169,178,347,290,1.89,-6,1,13
002024.txt,644,172,789,277,-1.81,1,1,12
002024.txt,601,176,702,245,-1.77,0,1,17
002024.txt,290,190,385,254,1.76,-7,1,18
002024.txt,858,156,901,255,1.11,4,1,12
002024.txt,582,182,645,229,-1.72,0,1,23
002025.txt,587,172,613,198,-1.58,0,1,48
002025.txt,0,119,334,244,2.06,-19,2,32
002025.txt,713,155,741,227,1.36,3,1,19
002026.txt,650,185,693,219,-1.72,3,2,36
002027.txt,615,173,655,213,-1.57,1,1,30
002027.txt,467,182,543,228,1.79,-3,1,24
002027.txt,511,176,556,212,1.66,-3,1,31
002027.txt,537,174,572,198,1.69,-3,1,43
002028.txt,709,174,885,295,-1.86,2,1,12
002028.txt,306,181,468,243,0.32,-5,1,18
002028.txt,383,179,475,220,-2.87,-7,1,28
002028.txt,694,176,762,205,-2.27,6,1,37
002028.txt,619,178,649,199,-1.74,1,1,49
002029.txt,0,221,173,374,2.54,-3,1,1
002029.txt,686,187,768,251,-1.72,3,1,19
002029.txt,669,183,736,235,-1.71,3,1,24
002029.txt,651,163,711,222,-1.67,3,2,31
002029.txt,530,180,562,212,1.6,-3,1,36
002030.txt,238,151,301,309,0.4,-4,1,8
002031.txt,399,184,491,215,-2.97,-8,2,36
002032.txt,579,173,604,188,1.82,-1,1,72
002032.txt,719,173,739,190,-1.54,10,1,64
002033.txt,577,173,830,259,2.96,1,1,13
002033.txt,547,184,575,208,-1.62,-3,2,48
002033.txt,453,187,487,212,1.68,-8,2,46
002034.txt,383,192,517,287,1.75,-2,1,14
002034.txt,598,203,626,234,-1.63,0,5,65
002035.txt,0,189,197,374,-0.64,-3,1,2
002035.txt,917,200,1241,374,-2.31,2,1,2
002035.txt,264,189,452,299,1.88,-3,1,12
002035.txt,711,181,873,296,-1.78,2,1,11
002035.txt,653,176,723,230,-1.66,2,1,21
002035.txt,425,181,450,243,1.21,-4,1,19
002035.txt,389,172,491,220,-2.94,-6,1,28
002035.txt,638,136,704,216,-1.65,2,1,28
002035.txt,540,177,561,195,1.64,-5,1,65
002036.txt,497,148,594,302,1.88,0,1,8
002036.txt,784,124,822,152,1.74,12,-1,45
002037.txt,130,190,233,238,2.1,-16,2,27
002037.txt,375,186,413,205,1.88,-16,2,54
002038.txt,0,149,231,324,3.1,-7,1,9
002038.txt,623,179,782,255,2.3,2,1,17
002038.txt,877,180,979,227,2.01,11,1,24
002038.txt,1006,180,1084,214,1.9,19,1,32
002038.txt,1078,179,1139,209,1.84,25,1,36
002039.txt,57,189,391,293,-2.78,-6,1,11
002039.txt,1219,157,1241,208,-2.43,18,0,18
002039.txt,516,184,544,209,-1.61,-5,2,47
002039.txt,419,187,455,213,1.68,-10,2,44
002040.txt,573,183,654,260,-1.57,0,1,16
002040.txt,0,213,87,277,2.27,-15,2,18
002040.txt,244,196,342,238,1.99,-12,2,28
002041.txt,199,176,399,323,1.9,-4,1,10
002041.txt,319,188,450,273,1.34,-4,1,14
002041.txt,842,160,908,182,-0.75,19,0,54
002041.txt,1034,189,1241,374,-1.85,3,1,4
002041.txt,990,166,1188,336,-1.45,5,1,8
002041.txt,726,160,910,229,3.11,5,1,20
002041.txt,1038,168,1171,215,2.13,16,1,23
002042.txt,299,192,382,373,2.25,-2,1,6
002042.txt,925,170,975,286,-1.28,4,1,10
002042.txt,292,174,331,319,0.51,-3,1,8
002042.txt,450,174,497,282,1.65,-2,1,12
002042.txt,793,164,820,256,-1.88,4,1,14
002042.txt,590,171,609,242,-1.56,0,1,18
002042.txt,537,177,556,237,2.11,-1,1,21
002042.txt,561,174,579,229,1.65,-1,1,24
002042.txt,694,170,711,229,1.44,3,1,23
002043.txt,292,176,411,227,-2.78,-8,1,23
002043.txt,692,167,742,204,1.37,5,1,37
002043.txt,552,178,582,207,1.59,-2,1,38
002044.txt,706,187,824,272,-1.76,2,1,13
002044.txt,27,179,250,283,-1.03,-8,1,12
002044.txt,255,186,448,303,-1.25,-3,1,11
002044.txt,440,177,515,233,-1.38,-3,1,21
002044.txt,655,179,713,222,-1.69,2,1,26
002044.txt,482,181,535,220,-1.43,-4,1,29
002044.txt,384,182,443,217,-1.31,-8,1,31
002044.txt,438,181,479,208,-1.35,-8,1,41
002044.txt,527,181,554,201,-1.49,-4,1,52
002044.txt,585,178,610,201,-1.57,0,1,50
002044.txt,628,179,652,200,-1.66,2,1,53
002044.txt,618,178,637,196,-1.61,1,0,64
002044.txt,339,164,382,191,1.89,-22,0,66
002045.txt,719,152,884,279,-1.84,3,1,12
002045.txt,482,184,520,247,-1.43,-2,1,15
002045.txt,451,185,490,248,-1.39,-2,1,15
002045.txt,470,186,501,245,1.76,-2,1,16
002045.txt,379,165,406,251,-1.48,-4,1,15
002045.txt,364,165,397,247,1.9,-5,1,16
002046.txt,560,182,600,214,-1.58,-1,1,30
002046.txt,511,182,545,207,-1.48,-4,1,42
002046.txt,1049,197,1212,260,2.33,12,2,17
002046.txt,569,167,593,198,-1.6,-2,1,55
002047.txt,811,186,1230,374,-2.03,3,1,6
002047.txt,236,180,287,205,1.98,-21,1,43
002047.txt,268,180,313,201,1.95,-21,1,47
002048.txt,335,177,541,279,-2.58,-2,1,12
002048.txt,862,168,909,214,-1.64,13,1,35
002049.txt,848,177,1241,374,1.05,3,1,5
002049.txt,492,167,568,218,1.81,-2,1,26
002049.txt,631,173,662,194,1.73,2,1,50
002049.txt,698,167,717,215,-1.58,3,1,27
002050.txt,0,177,254,306,-2.53,-6,1,9
002050.txt,85,188,362,290,-2.73,-6,1,12
002050.txt,141,179,394,263,-2.68,-6,1,14
002050.txt,267,177,435,244,-2.88,-6,1,19
002050.txt,536,183,551,219,1.63,-3,2,33
002050.txt,838,208,1241,374,-2.06,2,1,4
002050.txt,903,177,1241,312,-0.5,6,1,9
002050.txt,852,184,1102,283,-0.4,6,1,12
002050.txt,804,189,992,266,-0.35,5,1,15
002050.txt,745,185,906,245,2.8,5,1,20
002050.txt,720,187,867,236,-0.3,5,1,23
002050.txt,406,183,511,218,-2.95,-6,2,32
002050.txt,634,184,672,213,-1.68,2,2,38
002050.txt,625,182,649,203,-1.62,1,2,53
002050.txt,611,173,626,190,-1.59,1,2,99
002051.txt,673,179,762,250,-1.71,2,1,17
002051.txt,538,173,584,212,1.69,-2,1,31
002051.txt,671,179,721,227,-1.57,2,1,23
002051.txt,661,173,707,215,-1.68,3,1,29
002052.txt,578,175,619,213,-1.58,0,1,32
